EmployeeKey|ParentEmployeeKey|EmployeeNationalIDAlternateKey|ParentEmployeeNationalIDAlternateKey|SalesTerritoryKey|FirstName|LastName|MiddleName|NameStyle|Title|HireDate|BirthDate|LoginID|EmailAddress|Phone|MaritalStatus|EmergencyContactName|EmergencyContactPhone|SalariedFlag|Gender|PayFrequency|BaseRate|VacationHours|SickLeaveHours|CurrentFlag|SalesPersonFlag|DepartmentName|StartDate|EndDate|Status|EmployeePhoto
214|23|634335025||11|Brenda|Diaz|M|0|Production Supervisor - WC40|2008-10-03|1982-09-28|adventure-works\brenda0|brenda0@adventure-works.com|142-555-0139|M|Brenda Diaz|142-555-0139|0|F|2|25.00|71|55|1|0|Production|2008-10-03||Current|0xFFD8FFE000104A46494600010101006000600000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
215|126|65848458||11|Andrew|Cencini|M|0|Production Technician - WC45|2008-10-04|1988-04-24|adventure-works\andrew1|andrew1@adventure-works.com|207-555-0192|S|Andrew Cencini|207-555-0192|0|M|1|10.00|73|56|1|0|Production|2008-10-04||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED01A450686F746F73686F7020332E30003842494D04040000000001871C015A00031B25471C0200000200021C02780032436C6F7365757020706F727472616974206F66206120636F6E666964656E74206D617475726520627573696E6573736D616E1C0250000C4765
216|92|260805477||11|Chris|Norred|K|0|Control Specialist|2008-10-04|1986-12-24|adventure-works\chris1|chris1@adventure-works.com|575-555-0126|M|Chris Norred|575-555-0126|0|M|2|16.8269|75|57|1|0|Document Control|2008-10-04||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED016E50686F746F73686F7020332E30003842494D040400000000012C1C015A00031B25471C0200000200021C027800264120706F727472616974206F66206120636F6E666964656E7420627573696E6573736D616E2E1C02500013446176696420416E647265772047
217|18|442121106||11|Chris|Okelberry|O|0|Production Technician - WC60|2008-10-05|1986-03-07|adventure-works\chris2|chris2@adventure-works.com|315-555-0144|S|Chris Okelberry|315-555-0144|0|M|1|12.45|16|28|1|0|Production|2008-10-05||Current|0xFFD8FFE000104A46494600010101004800480000FFED015A50686F746F73686F7020332E30003842494D04040000000001151C015A00031B25471C0200000200021C027800144A756E676572204D616E61676572206C616368741C027A000F526F62657274204B6E657363686B651C026900114C616368656E646572204D61
218|147|300946911||11|Shelley|Dyck|N|0|Production Technician - WC20|2008-10-05|1986-07-08|adventure-works\shelley0|shelley0@adventure-works.com|991-555-0184|S|Shelley Dyck|991-555-0184|0|F|1|14.00|14|27|1|0|Production|2008-10-05||Current|0xFFD8FFE000104A46494600010101006000600000FFED00EE50686F746F73686F7020332E30003842494D04040000000000D21C015A00031B25471C0200000200021C0219000343524D1C0219000B456C656374726F6E6963731C02190011536F6369616C204E6574776F726B696E671C0219000E4469676974616C2043616D
219|214|440379437||11|Gabe|Mares|B|0|Production Technician - WC40|2008-10-06|1987-12-09|adventure-works\gabe0|gabe0@adventure-works.com|310-555-0117|M|Gabe Mares|310-555-0117|0|M|1|15.00|57|48|1|0|Production|2008-10-06||Current|0xFFD8FFE000104A46494600010101004800480000FFED01E450686F746F73686F7020332E30003842494D04040000000001C71C015A00031B25471C0200000200021C0278004A436C6F7365757020706F727472616974206F6620612068616E64736F6D65207375636365737366756C2048697370616E696320627573696E65
220|142|480951955||11|Mike|Seamans|K|0|Accountant|2008-10-06|1979-01-29|adventure-works\mike0|mike0@adventure-works.com|927-555-0150|S|Mike Seamans|927-555-0150|1|M|2|26.4423|59|49|1|0|Finance|2008-10-06||Current|0xFFD8FFE000104A46494600010101004800480000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
221|162|879342154||11|Michael|Raheem||0|Research and Development Manager|2008-12-01|1984-06-30|adventure-works\michael6|michael6@adventure-works.com|330-555-2568|M|Michael Raheem|330-555-2568|1|M|2|42.4808|16|64|1|0|Research and Development|2008-12-01||Current|0xFFD8FFE000104A46494600010101006000600000FFED010C50686F746F73686F7020332E30003842494D04040000000000F01C015A00031B25471C0200000200021C0219000343524D1C0219000E4469676974616C2043616D6572611C021900114368616E6765204D616E6167656D656E741C0219000352454A1C02190009
222|152|141165819||11|Gary|Altman|E.|0|Facilities Manager|2009-07-02|1970-09-18|adventure-works\gary1|gary1@adventure-works.com|110-555-0112|M|Gary Altman|110-555-0112|1|M|2|24.0385|86|63|1|0|Facilities and Maintenance|2009-07-02||Current|0xFFD8FFE000104A46494600010101015E015E0000FFED009A50686F746F73686F7020332E30003842494D040400000000007D1C015A00031B25471C0200000200021C0219000343524D1C0219000B456C656374726F6E6963731C02190011536F6369616C204E6574776F726B696E671C0219000E4469676974616C2043616D
223|20|537092325||11|Charles|Fitzgerald|B|0|Production Technician - WC60|2009-07-03|1971-04-02|adventure-works\charles0|charles0@adventure-works.com|931-555-0118|S|Charles Fitzgerald|931-555-0118|0|M|1|12.45|27|33|1|0|Production|2009-07-03||Current|0xFFD8FFE000104A46494600010101004800480000FFED01EE50686F746F73686F7020332E30003842494D04040000000001D21C015A00031B25471C0200000200021C02780051486F72697A6F6E74616C2070686F746F20706F727472616974206D616E6167657220666F722074686520776F726B696E67206F6E20636F6D70
224|27|455563743||11|Ebru|Ersan|N|0|Production Technician - WC10|2009-07-06|1986-04-22|adventure-works\ebru0|ebru0@adventure-works.com|202-555-0187|S|Ebru Ersan|202-555-0187|0|M|1|13.45|93|66|1|0|Production|2009-07-06||Current|0xFFD8FFE000104A46494600010101012C012C0000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
225|111|701156975||11|Sylvester|Valdez|A|0|Production Technician - WC20|2009-07-11|1970-06-12|adventure-works\sylvester0|sylvester0@adventure-works.com|492-555-0174|M|Sylvester Valdez|492-555-0174|0|M|1|14.00|4|22|1|0|Production|2009-07-11||Current|0xFFD8FFE000104A46494600010101004800480000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
226|53|1662732||11|Brian|Goldstein|Richard|0|Production Technician - WC40|2009-07-11|1970-07-23|adventure-works\brian2|brian2@adventure-works.com|730-555-0117|S|Brian Goldstein|730-555-0117|0|M|1|15.00|63|51|1|0|Production|2009-07-11||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED023850686F746F73686F7020332E30003842494D04040000000001F71C015A00031B25471C0200000200021C02780055506F727472616974206F6620736D696C696E6720796F756E6720627573696E6573736D616E206C6F6F6B696E672061742063616D6572612E20
227|278|407505660||11|Linda|Meisner|P|0|Buyer|2009-07-17|1970-06-30|adventure-works\linda2|linda2@adventure-works.com|916-555-0165|M|Linda Meisner|916-555-0165|0|F|2|18.2692|56|48|1|0|Purchasing|2009-07-17||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED015C50686F746F73686F7020332E30003842494D040400000000013F1C015A00031B25471C0200000200021C027800164120627573696E657373776F6D616E20736D696C65731C02050015536D696C696E6720427573696E657373776F6D616E1C0219000343524D1C
228|66|294148271||11|Betsy|Stadick|A|0|Production Technician - WC10|2009-07-18|1942-07-17|adventure-works\betsy0|betsy0@adventure-works.com|405-555-0171|S|Betsy Stadick|405-555-0171|0|F|1|13.45|99|69|1|0|Production|2009-07-18||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED01B250686F746F73686F7020332E30003842494D04040000000001961C015A00031B25471C0200000200021C0278002E506F727472616974206F66206120796F756E67206174747261637469766520627573696E65737320776F6D616E2E1C0250000B556E73706563
229|222|552560652||11|Magnus|Hedlund|E|0|Facilities Administrative Assistant|2009-07-21|1971-03-27|adventure-works\magnus0|magnus0@adventure-works.com|583-555-0182|M|Magnus Hedlund|583-555-0182|0|M|2|9.75|87|63|1|0|Facilities and Maintenance|2009-07-21||Current|0xFFD8FFE000104A46494600010101004800480000FFED019250686F746F73686F7020332E30003842494D04040000000001751C015A00031B25471C0200000200021C0278001E427573696E65736D616E206F6E207768697465206261636B67726F756E641C02500011526F6D616E204B616C6173686E696B6F761C0205000A
230|20|834186596||11|Karan|Khanna|R|0|Production Technician - WC60|2009-07-22|1969-10-05|adventure-works\karan0|karan0@adventure-works.com|447-555-0186|S|Karan Khanna|447-555-0186|0|M|1|12.45|28|34|1|0|Production|2009-07-22||Current|0xFFD8FFE000104A46494600010101004800480000FFED019650686F746F73686F7020332E30003842494D040400000000015B1C015A00031B25471C0200000200021C02780044706F727472616974206F6620796F756E67206164756C74207375636365737366756C20627573696E6573736D616E202D206F6E207768697465
231|27|717889520||11|Mary|Baker|R|0|Production Technician - WC10|2009-07-25|1986-04-19|adventure-works\mary1|mary1@adventure-works.com|283-555-0185|M|Mary Baker|283-555-0185|0|F|1|13.45|94|67|1|0|Production|2009-07-25||Current|0xFFD8FFE000104A4649460001010100B400B40000FFED014A50686F746F73686F7020332E30003842494D040400000000012D1C015A00031B25471C0200000200021C0219000343524D1C0219000B456C656374726F6E6963731C02190011536F6369616C204E6574776F726B696E671C0219000E4469676974616C2043616D
232|27|801365500||11|Kevin|Homer|M|0|Production Technician - WC10|2009-07-25|1986-04-19|adventure-works\kevin2|kevin2@adventure-works.com|555-555-0113|S|Kevin Homer|555-555-0113|0|M|1|13.45|90|65|1|0|Production|2009-07-25||Current|0xFFD8FFE000104A46494600010101004800480000FFED019050686F746F73686F7020332E30003842494D04040000000001731C015A00031B25471C0200000200021C0250001C50686F746F677261706865723A53696D6F6E20506F64676F7273656B1C021900104E65772050726F6475637420496465611C0219001D546573
233|53|413787783||11|Mihail|Frintu|U|0|Production Technician - WC40|2009-07-29|1970-10-07|adventure-works\mihail0|mihail0@adventure-works.com|733-555-0128|S|Mihail Frintu|733-555-0128|0|M|1|15.00|64|52|1|0|Production|2009-07-29||Current|0x89504E470D0A1A0A0000000D49484452000000B7000000B70806000000506ECF9F000000017352474200AECE1CE90000000467414D410000B18F0BFC6105000000097048597300000EC400000EC401952B0E1B0000E12C49444154785EDDFDF993645996DF87DDD8F73DF7BDAAB2F6DEA6BB67C1CC70400C008A1880926004
234|189|109272464||11|Bonnie|Kearney|N|0|Production Technician - WC10|2009-08-01|1986-04-10|adventure-works\bonnie0|bonnie0@adventure-works.com|264-555-0150|M|Bonnie Kearney|264-555-0150|0|F|1|13.45|89|64|1|0|Production|2009-08-01||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED014A50686F746F73686F7020332E30003842494D040400000000012D1C015A00031B25471C0200000200021C0219000343524D1C0219000B456C656374726F6E6963731C02190011536F6369616C204E6574776F726B696E671C0219000E4469676974616C2043616D
235|278|482810518||11|Fukiko|Ogisu|J|0|Buyer|2009-08-04|1970-06-24|adventure-works\fukiko0|fukiko0@adventure-works.com|520-555-0177|M|Fukiko Ogisu|520-555-0177|0|M|2|18.2692|57|48|1|0|Purchasing|2009-08-04||Current|0xFFD8FFE000104A46494600010101004800480000FFED01A250686F746F73686F7020332E30003842494D04040000000001591C015A00031B25471C0200000200021C02780035636C6F7365207570206F6620627573696E657373206D616E20736D696C696E6720686170707920696E2061206772657920737569741C027A00
236|111|113393530||11|Hung-Fu|Ting|T|0|Production Technician - WC20|2009-08-06|1971-05-23|adventure-works\hung-fu0|hung-fu0@adventure-works.com|497-555-0181|S|Hung-Fu Ting|497-555-0181|0|M|1|14.00|0|20|1|0|Production|2009-08-06||Current|0xFFD8FFE000104A46494600010101012C012C0000FFE10CA64578696600004D4D002A00000008000C010E0002000000260000009E010F000200000006000000C4011000020000000E000000CA011200030000000100010000011A000500000001000000D8011B000500000001000000E0012800030000000100020000013100
237|278|466142721||11|Gordon|Hee|L|0|Buyer|2009-08-11|1942-06-29|adventure-works\gordon0|gordon0@adventure-works.com|230-555-0144|M|Gordon Hee|230-555-0144|0|M|2|18.2692|52|46|1|0|Purchasing|2009-08-11||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED019C50686F746F73686F7020332E30003842494D04040000000001801C015A00031B25471C0200000200021C027800384120796F756E6720627573696E6573736D616E20696E20612070696E737472697073207375697420616E64206120677265656E207469652E1C
238|66|390124815||11|Kimberly|Zimmerman|B|0|Production Technician - WC10|2009-08-12|1986-04-13|adventure-works\kimberly0|kimberly0@adventure-works.com|123-555-0167|S|Kimberly Zimmerman|123-555-0167|0|F|1|13.45|95|67|1|0|Production|2009-08-12||Current|0xFFD8FFE000104A46494600010101006000600000FFED014A50686F746F73686F7020332E30003842494D040400000000012D1C015A00031B25471C0200000200021C0219000343524D1C0219000B456C656374726F6E6963731C02190011536F6369616C204E6574776F726B696E671C0219000E4469676974616C2043616D
239|18|6298838||11|Kim|Abercrombie|B|0|Production Technician - WC60|2009-08-16|1942-07-14|adventure-works\kim1|kim1@adventure-works.com|208-555-0114|M|Kim Abercrombie|208-555-0114|0|F|1|12.45|24|32|1|0|Production|2009-08-16||Current|0xFFD8FFE000104A46494600010101006000600000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
240|53|943170460||11|Sandeep|Kaliyath|P|0|Production Technician - WC40|2009-08-17|1970-07-03|adventure-works\sandeep0|sandeep0@adventure-works.com|166-555-0156|S|Sandeep Kaliyath|166-555-0156|0|M|1|15.00|65|52|1|0|Production|2009-08-17||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED01E250686F746F73686F7020332E30003842494D04040000000001C61C015A00031B25471C0200000200021C02780043436C6F7365757020706F727472616974206F66206120686170707920796F756E672063616C6C2063656E74657220656D706C6F796565207769
241|111|339233463||11|Prasanna|Samarawickrama|E|0|Production Technician - WC20|2009-08-22|1952-11-28|adventure-works\prasanna0|prasanna0@adventure-works.com|129-555-0199|M|Prasanna Samarawickrama|129-555-0199|0|M|1|14.00|5|22|1|0|Production|2009-08-22||Current|0xFFD8FFE000104A46494600010101004800480000FFED01DC50686F746F73686F7020332E30003842494D040400000000019B1C015A00031B25471C0200000200021C0278004F4D6174757265206D616E20736D696C696E67207768696C6520686F6C64696E6720612070616972206F6620676C61737365732069736F6C6174
242|278|367453993||11|Frank|Pellow|S|0|Buyer|2009-08-23|1951-12-11|adventure-works\frank2|frank2@adventure-works.com|163-555-0147|M|Frank Pellow|163-555-0147|0|M|2|18.2692|58|49|1|0|Purchasing|2009-08-23||Current|0xFFD8FFE000104A4649460001010100F000F00000FFED00AE50686F746F73686F7020332E30003842494D04040000000000921C015A00031B25471C0200000200021C0219000343524D1C0219000B456C656374726F6E6963731C02190011536F6369616C204E6574776F726B696E671C0219000E4469676974616C2043616D
243|111|872923042||11|Min|Su|G|0|Production Technician - WC20|2009-08-24|1974-04-10|adventure-works\min0|min0@adventure-works.com|590-555-0152|M|Min Su|590-555-0152|0|M|1|14.00|1|20|1|0|Production|2009-08-24||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED010C50686F746F73686F7020332E30003842494D04040000000000F01C015A00031B25471C0200000200021C0219000343524D1C0219000B456C656374726F6E6963731C02190011536F6369616C204E6574776F726B696E671C0219000E4469676974616C2043616D
244|53|697712387||11|Eric|Brown|L|0|Production Technician - WC40|2009-08-24|1942-07-08|adventure-works\eric1|eric1@adventure-works.com|680-555-0118|M|Eric Brown|680-555-0118|0|M|1|15.00|60|50|1|0|Production|2009-08-24||Current|0xFFD8FFE000104A4649460001010100F000F00000FFED01BE50686F746F73686F7020332E30003842494D04040000000001801C015A00031B25471C0200000200021C02500012416C6578616E64657220486166656D616E6E1C021900104E65772050726F6475637420496465611C0219001D546573742044726976656E2044
245|278|381073001||11|Eric|Kurjan|S|0|Buyer|2009-08-27|1972-04-17|adventure-works\eric2|eric2@adventure-works.com|265-555-0195|S|Eric Kurjan|265-555-0195|0|M|2|18.2692|54|47|1|0|Purchasing|2009-08-27||Current|0xFFD8FFE000104A46494600010101004800480000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
246|51|646304055||11|Pat|Coleman|H|0|Janitor|2009-08-27|1970-07-03|adventure-works\pat0|pat0@adventure-works.com|720-555-0158|S|Pat Coleman|720-555-0158|0|M|1|9.25|89|64|1|0|Facilities and Maintenance|2009-08-27||Current|0xFFD8FFE000104A46494600010101004800480000FFED009450686F746F73686F7020332E30003842494D04040000000000771C015A00031B25471C0200000200021C02780030506F727472616974206F66206120736D696C696E6720616E64207375636365737366756C20627573696E6573736D616E1C0205002E506F7274
247|20|414476027||11|Maciej|Dusza|W|0|Production Technician - WC60|2009-08-29|1954-08-30|adventure-works\maciej0|maciej0@adventure-works.com|237-555-0128|S|Maciej Dusza|237-555-0128|0|M|1|12.45|30|35|1|0|Production|2009-08-29||Current|0xFFD8FFE000104A46494600010101006400640000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
248|278|785853949||11|Erin|Hagens|M|0|Buyer|2009-08-31|1970-08-04|adventure-works\erin0|erin0@adventure-works.com|842-555-0158|S|Erin Hagens|842-555-0158|0|F|2|18.2692|53|46|1|0|Purchasing|2009-08-31||Current|0xFFD8FFE000104A46494600010101004800480000FFED01E850686F746F73686F7020332E30003842494D04040000000001CB1C015A00031B25471C0200000200021C0278004C596F756E6720427573696E657373776F6D616E206472657373656420696E2063617375616C20636C6F7468696E672C2069736F6C6174656420
249|66|90888098||11|Patrick|Wedge|C|0|Production Technician - WC10|2009-09-01|1986-04-10|adventure-works\patrick0|patrick0@adventure-works.com|413-555-0124|S|Patrick Wedge|413-555-0124|0|M|1|13.45|96|68|1|0|Production|2009-09-01||Current|0xFFD8FFE000104A46494600010101004800480000FFED01CE50686F746F73686F7020332E30003842494D04040000000001B21C015A00031B25471C0200000200021C0278003D596F756E6720627573696E657373206D616E20776974682068616E647320666F6C64656420616761696E7374207768697465206261636B6772
250|53|947029962||11|Frank|Martinez|R|0|Production Technician - WC40|2009-09-05|1951-10-01|adventure-works\frank3|frank3@adventure-works.com|203-555-0196|M|Frank Martinez|203-555-0196|0|M|1|15.00|66|53|1|0|Production|2009-09-05||Current|0xFFD8FFE000104A4649460001010100F000F00000FFED01FA50686F746F73686F7020332E30003842494D04040000000001C21C015A00031B25471C0200000200021C0278004A49736F6C6174656420706F727472616974206F66206166726963616E2D616D65726963616E206D616E206C6F6F6B696E6720666F7277617264
251|18|461786517||11|Ed|Dudenhoefer|R|0|Production Technician - WC60|2009-09-05|1971-04-11|adventure-works\ed0|ed0@adventure-works.com|919-555-0140|S|Ed Dudenhoefer|919-555-0140|0|M|1|12.45|25|32|1|0|Production|2009-09-05||Current|0xFFD8FFE000104A46494600010101004800480000FFED017C50686F746F73686F7020332E30003842494D040400000000015F1C015A00031B25471C0200000200021C0250000E4A61636F6D205374657068656E731C0219000343524D1C0219000B456C656374726F6E6963731C02190011536F6369616C204E6574776F726B
252|27|393421437||11|Christopher|Hill|E|0|Production Technician - WC10|2009-09-08|1986-05-01|adventure-works\christopher0|christopher0@adventure-works.com|153-555-0166|M|Christopher Hill|153-555-0166|0|M|1|13.45|91|65|1|0|Production|2009-09-08||Current|0xFFD8FFE000104A46494600010101004800480000FFED007C50686F746F73686F7020332E30003842494D04040000000000601C015A00031B25471C0200000200021C0278003B4174747261637469766520627573696E657373206D616E207374616E64696E67206F75747369646520616E206F6666696365206275696C6469
253|53|988315686||11|Patrick|Cook|M|0|Production Technician - WC40|2009-09-12|1973-07-23|adventure-works\patrick1|patrick1@adventure-works.com|425-555-0117|M|Patrick Cook|425-555-0117|0|M|1|15.00|61|50|1|0|Production|2009-09-12||Current|0xFFD8FFE000104A46494600010101004800480000FFED01A850686F746F73686F7020332E30003842494D040400000000018B1C015A00031B25471C0200000200021C0278003C506F727472616974206F6620736D696C696E6720796F756E6720627573696E657373206D616E20737065616B696E67206F6E20746865207068
254|111|56772045||11|Krishna|Sunkammurali||0|Production Technician - WC20|2009-09-13|1971-04-05|adventure-works\krishna0|krishna0@adventure-works.com|491-555-0183|S|Krishna Sunkammurali|491-555-0183|0|M|1|14.00|2|21|1|0|Production|2009-09-13||Current|0xFFD8FFE000104A46494600010101012C012C0000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
255|51|879334904||11|Lori|Penor|K|0|Janitor|2009-09-16|1970-02-28|adventure-works\lori1|lori1@adventure-works.com|295-555-0161|M|Lori Penor|295-555-0161|0|F|1|9.25|90|65|1|0|Facilities and Maintenance|2009-09-16||Current|0xFFD8FFE000104A46494600010101006000600000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
256|66|82638150||11|Danielle|Tiedt|C|0|Production Technician - WC10|2009-09-20|1986-04-07|adventure-works\danielle0|danielle0@adventure-works.com|500-555-0172|S|Danielle Tiedt|500-555-0172|0|F|1|13.45|97|68|1|0|Production|2009-09-20||Current|0xFFD8FFE000104A46494600010101015E015E0000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
257|43|343861179||11|Sootha|Charncherngkha|T|0|Quality Assurance Technician|2009-09-23|1942-07-05|adventure-works\sootha0|sootha0@adventure-works.com|325-555-0137|M|Sootha Charncherngkha|325-555-0137|0|M|2|10.5769|85|62|1|0|Quality Assurance|2009-09-23||Current|0xFFD8FFE000104A4649460001010100B400B40000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
258|20|582347317||11|Michael|Zwilling|J|0|Production Technician - WC60|2009-09-23|1973-04-05|adventure-works\michael7|michael7@adventure-works.com|582-555-0148|S|Michael Zwilling|582-555-0148|0|M|1|12.45|26|33|1|0|Production|2009-09-23||Current|0xFFD8FFE000104A46494600010101004800480000FFED012050686F746F73686F7020332E30003842494D04040000000001031C015A00031B25471C0200000200021C0278006248616E64736F6D65204166726963616E20416D65726963616E20627573696E6573736D616E207468696E6B696E672C206C6F6F6B696E672061
259|20|8066363||11|Randy|Reeves|T|0|Production Technician - WC60|2009-09-23|1969-11-26|adventure-works\randy0|randy0@adventure-works.com|961-555-0122|M|Randy Reeves|961-555-0122|0|M|1|12.45|29|34|1|0|Production|2009-09-23||Current|0xFFD8FFE000104A4649460001010100F000F00000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
260|27|561196580||11|John|Kane|T|0|Production Technician - WC10|2009-09-27|1986-04-28|adventure-works\john4|john4@adventure-works.com|254-555-0114|S|John Kane|254-555-0114|0|M|1|13.45|92|66|1|0|Production|2009-09-27||Current|0xFFD8FFE000104A46494600010101004800480000FFED027E50686F746F73686F7020332E30003842494D04040000000002621C015A00031B25471C0200000200021C0278005A49736F6C6174656420706F72747261697420696E2073747564696F206F662062656175746966756C20796F756E6720627573696E6573736D65
261|53|58791499||11|Jack|Creasey|T|0|Production Technician - WC40|2009-10-01|1973-03-29|adventure-works\jack1|jack1@adventure-works.com|521-555-0113|S|Jack Creasey|521-555-0113|0|M|1|15.00|62|51|1|0|Production|2009-10-01||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED017E50686F746F73686F7020332E30003842494D04040000000001611C015A00031B25471C0200000200021C02780017596F756E67206D616E2077656172696E672061207469651C02050013576869746520436F6C6C617220576F726B65721C021900104E65772050
262|111|163347032||11|Olinda|Turner|C|0|Production Technician - WC20|2009-10-02|1969-11-02|adventure-works\olinda0|olinda0@adventure-works.com|306-555-0186|S|Olinda Turner|306-555-0186|0|F|1|14.00|3|21|1|0|Production|2009-10-02||Current|0xFFD8FFE000104A4649460001010100F000F00000FFED004250686F746F73686F7020332E30003842494D04040000000000251C015A00031B25471C0200000200021C025000117777772070686F746F646F726120636F6D00FFDB00430002010102010102020202020202020305030303030306040403050706070707060707
263|51|28414965||11|Stuart|Macrae|J|0|Janitor|2009-10-03|1971-07-17|adventure-works\stuart1|stuart1@adventure-works.com|539-555-0149|M|Stuart Macrae|539-555-0149|0|M|1|9.25|88|64|1|0|Facilities and Maintenance|2009-10-03||Current|0xFFD8FFE000104A4649460001010100F000F00000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
264|51|153479919||11|Jo|Berry|L|0|Janitor|2009-10-05|1953-11-22|adventure-works\jo1|jo1@adventure-works.com|228-555-0159|M|Jo Berry|228-555-0159|0|F|1|9.25|91|65|1|0|Facilities and Maintenance|2009-10-05||Current|0xFFD8FFE000104A46494600010101012C012C0000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
265|278|20269531||11|Ben|Miller|T|0|Buyer|2009-10-07|1973-01-01|adventure-works\ben0|ben0@adventure-works.com|151-555-0113|M|Ben Miller|151-555-0113|0|M|2|18.2692|55|47|1|0|Purchasing|2009-10-07||Current|0xFFD8FFE000104A46494600010101012C012C0000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
266|66|826454897||11|Tom|Vande Velde|M|0|Production Technician - WC10|2009-10-08|1986-05-01|adventure-works\tom0|tom0@adventure-works.com|295-555-0161|M|Tom Vande Velde|295-555-0161|0|M|1|13.45|98|69|1|0|Production|2009-10-08||Current|0xFFD8FFE000104A46494600010101004800480000FFED01E450686F746F73686F7020332E30003842494D04040000000001C71C015A00031B25471C0200000200021C0278003C506F727472616974206F66206120796F756E6720627573696E6573736D616E2069736F6C61746564206F6E207768697465206261636B67726F
