ProductKey|ProductLabel|ProductName|ProductDescription|ProductSubcategoryKey|Manufacturer|BrandName|ClassID|ClassName|StyleID|StyleName|ColorID|ColorName|Size|SizeRange|SizeUnitMeasureID|Weight|WeightUnitMeasureID|UnitOfMeasureID|UnitOfMeasureName|StockTypeID|StockTypeName|UnitCost|UnitPrice|AvailableForSaleDate|StopSaleDate|Status|ImageURL|ProductURL|ETLLoadID|LoadDate|UpdateDate
71|0106006|NT Wireless Bluetooth Stereo Headphones E102 Black|Wireless range beyond 10 meters, MP3-quality stereo sound|6|Northwind Traders|Northwind Traders|1|Economy|3|Product0106006|2|Black|5 x 9 x 7|||2.1|pounds|1|inches|2|Mid|22.05|47.95|2007-02-12 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
72|0106007|NT Wireless Bluetooth Stereo Headphones E102 Blue|Wireless range beyond 10 meters, MP3-quality stereo sound|6|Northwind Traders|Northwind Traders|1|Economy|5|Product0106007|3|Blue|5 x 9 x 7|||2.1|pounds|1|inches|2|Mid|22.05|47.95|2007-02-12 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
73|0106008|NT Wireless Bluetooth Stereo Headphones E102 White|Wireless range beyond 10 meters, MP3-quality stereo sound|6|Northwind Traders|Northwind Traders|1|Economy|2|Product0106008|8|White|5.7 x 3.6 x 9.2|||1.2|pounds|1|inches|2|Mid|22.05|47.95|2007-02-12 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
74|0106009|NT Bluetooth Active Headphones E202 Black|Wireless range up10 meters, beyond 7-hour talking time.|6|Northwind Traders|Northwind Traders|1|Economy|3|Product0106009|2|Black|5 x 6 x 2|||1.5|pounds|1|inches|2|Mid|17.45|37.95|2008-04-05 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
75|0106010|NT Bluetooth Active Headphones E202 White|Wireless range up10 meters, beyond 7-hour talking time.|6|Northwind Traders|Northwind Traders|1|Economy|1|Product0106010|8|White|10.4 x 8.1 x 3.1|| |11.4|ounces|1|inches|2|Mid|17.45|37.95|2007-05-14 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
76|0106011|NT Bluetooth Active Headphones E202 Red|Wireless range up10 meters, beyond 7-hour talking time.|6|Northwind Traders|Northwind Traders|1|Economy|3|Product0106011|6|Red|5.6 x 3.5 x 9.1|| |1|pounds|1|inches|2|Mid|17.45|37.95|2007-05-14 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
77|0106012|NT Bluetooth Active Headphones E202 Silver|Wireless range up10 meters, beyond 7-hour talking time.|6|Northwind Traders|Northwind Traders|1|Economy|2|Product0106012|7|Silver|1.81x 3.5 x  0.86 || |29|grams|1|inches|2|Mid|17.45|37.95|2007-05-14 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
78|0106013|NT Wireless Bluetooth Stereo Headphones E302 Silver|Built-In Microphone, integrated headphone button to play/pause|6|Northwind Traders|Northwind Traders|1|Economy|1|Product0106013|7|Silver|5.5x 6.5 x 2.5| | |1.5|pounds|1|inches|2|Mid|18.65|40.55|2007-07-19 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
79|0106014|NT Wireless Bluetooth Stereo Headphones E302 White|Built-In Microphone, integrated headphone button to play/pause|6|Northwind Traders|Northwind Traders|1|Economy|1|Product0106014|8|White|10.4 x 5.3 x 2.3| | |1|pounds|1|inches|2|Mid|18.65|40.55|2007-07-19 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
80|0106015|NT Wireless Bluetooth Stereo Headphones E302 Yellow|Built-In Microphone, integrated headphone button to play/pause|6|Northwind Traders|Northwind Traders|1|Economy|1|Product0106015|13|Yellow|5 x 5 x 2| | |9.6|ounces|1|inches|2|Mid|18.65|40.55|2007-07-19 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
81|0106016|NT Wireless Bluetooth Stereo Headphones E302 Black|Built-In Microphone, integrated headphone button to play/pause|6|Northwind Traders|Northwind Traders|1|Economy|1|Product0106016|2|Black|1.81x 1 x 0.86| | |29|grams|1|inches|2|Mid|18.65|40.55|2007-07-19 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
82|0106017|NT Wireless Bluetooth Stereo Headphones E302 Pink|Built-In Microphone, integrated headphone button to play/pause|6|Northwind Traders|Northwind Traders|1|Economy|1|Product0106017|10|Pink|9.7 x 5.2 x 2.7| | |1|pounds|1|inches|2|Mid|18.65|40.55|2007-07-19 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
83|0106018|NT Wireless Bluetooth Stereo Headphones M402 Silver|Wireless range extends to 165 feet, beyond 8 hours per charge|6|Northwind Traders|Northwind Traders|2|Regular|1|Product0106018|7|Silver|2.8 x 9 x 6.3| | |3|pounds|1|inches|2|Mid|45.98|99.99|2008-06-05 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
84|0106019|NT Wireless Bluetooth Stereo Headphones M402 Red|Wireless range extends to 165 feet, beyond 8 hours per charge|6|Northwind Traders|Northwind Traders|2|Regular|1|Product0106019|6|Red|11 x 7.7 x 2.5| | |1.2|pounds|1|inches|2|Mid|45.98|99.99|2008-06-05 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
85|0106020|NT Wireless Bluetooth Stereo Headphones M402 Green|Wireless range extends to 165 feet, beyond 8 hours per charge|6|Northwind Traders|Northwind Traders|2|Regular|5|Product0106020|14|Green|5.9 x 5.5 x 2.4| | |3|pounds|1|inches|2|Mid|45.98|99.99|2008-06-05 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
86|0106021|NT Wireless Bluetooth Stereo Headphones M402 Black|Wireless range extends to 165 feet, beyond 8 hours per charge|6|Northwind Traders|Northwind Traders|2|Regular|5|Product0106021|2|Black|5.9 x 5.5 x 2.4| | |3|pounds|1|inches|2|Mid|45.98|99.99|2008-06-05 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
87|0106022|NT Wireless Bluetooth Stereo Headphones M402 Purple|Wireless range extends to 165 feet, beyond 8 hours per charge|6|Northwind Traders|Northwind Traders|2|Regular|1|Product0106022|5|Purple|12 x 7.5 x 2.7| | |1.3|ounces|1|inches|2|Mid|45.98|99.99|2008-06-05 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
88|0106023|NT Wireless Transmitter and Bluetooth Headphones M150 Black|Seamlessly switch between music and calls, integrated ouch sensitive play-answer-end and volume controls|6|Northwind Traders|Northwind Traders|2|Regular|1|Product0106023|2|Black|10 x 8 x 3| | |10.4|ounces|1|inches|2|Mid|49.69|149.99|2008-08-17 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
89|0106024|NT Wireless Transmitter and Bluetooth Headphones M150 Blue|Seamlessly switch between music and calls, integrated ouch sensitive play-answer-end and volume controls|6|Northwind Traders|Northwind Traders|2|Regular|1|Product0106024|3|Blue|4 x 2.5 x 0.8| | |5.6|ounces|1|inches|2|Mid|49.69|149.99|2008-08-17 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
90|0106025|NT Wireless Transmitter and Bluetooth Headphones M150 Silver|Seamlessly switch between music and calls, integrated ouch sensitive play-answer-end and volume controls|6|Northwind Traders|Northwind Traders|2|Regular|1|Product0106025|7|Silver|4.5 x 8.4 x 2.6| | |1|pounds|1|inches|2|Mid|49.69|149.99|2008-08-17 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
91|0106026|NT Wireless Transmitter and Bluetooth Headphones M150 Green|Seamlessly switch between music and calls, integrated ouch sensitive play-answer-end and volume controls|6|Northwind Traders|Northwind Traders|2|Regular|2|Product0106026|14|Green|9 x 8 x 3.8| | |8|ounces|1|inches|2|Mid|49.69|149.99|2008-08-17 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
92|0106027|NT Wireless Transmitter and Bluetooth Headphones M150 Red|Seamlessly switch between music and calls, integrated ouch sensitive play-answer-end and volume controls|6|Northwind Traders|Northwind Traders|2|Regular|3|Product0106027|6|Red|6 x 4 x 10| | |2|pounds|1|inches|2|Mid|49.69|149.99|2008-08-17 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
93|0106028|WWI Stereo Bluetooth Headphones E1000 Blue|Wireless headphones with 120 ft range, built-in microphone|6|Wide World Importers|Wide World Importers|1|Economy|1|Product0106028|3|Blue|12.2 x 8.8 x 5.5| | |8.2|ounces|1|inches|2|Mid|34.36|67.40|2007-03-03 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
94|0106029|WWI Stereo Bluetooth Headphones E1000 Black|Wireless headphones with 120 ft range, built-in microphone|6|Wide World Importers|Wide World Importers|1|Economy|5|Product0106029|2|Black|4 x 1.9 x 7.7| | |5|ounces|1|inches|2|Mid|34.36|67.40|2007-03-03 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
95|0106030|WWI Stereo Bluetooth Headphones E1000 Silver|Wireless headphones with 120 ft range, built-in microphone|6|Wide World Importers|Wide World Importers|1|Economy|1|Product0106030|7|Silver|5 x 2.5 x 1| | |6.4|ounces|1|inches|2|Mid|34.36|67.40|2007-03-03 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
96|0106031|WWI Stereo Bluetooth Headphones E1000 White|Wireless headphones with 120 ft range, built-in microphone|6|Wide World Importers|Wide World Importers|1|Economy|1|Product0106031|8|White|5 x 5.5 x 2.1| | |0.17|pounds|1|inches|2|Mid|34.36|67.40|2007-03-03 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
97|0106032|WWI Stereo Bluetooth Headphones E1000 Green|Wireless headphones with 120 ft range, built-in microphone|6|Wide World Importers|Wide World Importers|1|Economy|1|Product0106032|14|Green|5.5x 6.5 x 2.5| | |1|pounds|1|inches|2|Mid|34.36|67.40|2007-03-03 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
98|0106033|WWI Wireless Bluetooth Stereo Headphones M170 Silver|Wireless range beyond 10 meters, MP3-quality stereo sound|6|Wide World Importers|Wide World Importers|2|Regular|1|Product0106033|7|Silver|5.7 x 3.6 x 9.2| | |1.14|ounces|1|inches|2|Mid|55.18|120.00|2009-01-28 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
99|0106034|WWI Wireless Bluetooth Stereo Headphones M170 Black|Wireless range beyond 10 meters, MP3-quality stereo sound|6|Wide World Importers|Wide World Importers|2|Regular|3|Product0106034|2|Black|11 x 7.7 x 2.5| | |12.8|ounces|1|inches|2|Mid|55.18|120.00|2009-01-28 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
100|0106035|WWI Wireless Bluetooth Stereo Headphones M170 White|Wireless range beyond 10 meters, MP3-quality stereo sound|6|Wide World Importers|Wide World Importers|2|Regular|1|Product0106035|8|White|3.3 x 3 x 4.7| | |5.9|ounces|1|inches|2|Mid|55.18|120.00|2009-01-28 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
101|0106036|WWI Wireless Bluetooth Stereo Headphones M170 Pink|Wireless range beyond 10 meters, MP3-quality stereo sound|6|Wide World Importers|Wide World Importers|2|Regular|1|Product0106036|10|Pink|1 x 1 x 1| | |1|pounds|1|inches|2|Mid|55.18|120.00|2009-01-28 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
102|0106037|WWI Wireless Bluetooth Stereo Headphones M270 Silver|Built-In Microphone, integrated headphone button to play/pause, MP3-quality stereo sound|6|Wide World Importers|Wide World Importers|2|Regular|5|Product0106037|7|Silver|7 x 5 x 1.5| | |1|pounds|1|inches|2|Mid|52.88|115.00|2008-07-19 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
103|0106038|WWI Wireless Bluetooth Stereo Headphones M270 Black|Built-In Microphone, integrated headphone button to play/pause, MP3-quality stereo sound|6|Wide World Importers|Wide World Importers|2|Regular|5|Product0106038|2|Black|8 x 7.3 x 2.4| | |12.8|ounces|1|inches|2|Mid|52.88|115.00|2008-07-19 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
104|0106039|WWI Wireless Bluetooth Stereo Headphones M270 White|Built-In Microphone, integrated headphone button to play/pause, MP3-quality stereo sound|6|Wide World Importers|Wide World Importers|2|Regular|1|Product0106039|8|White|7 x 5 x 1.5| | |1|pounds|1|inches|2|Mid|52.88|115.00|2008-07-19 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
105|0106040|WWI Wireless Bluetooth Stereo Headphones M270 Pink|Built-In Microphone, integrated headphone button to play/pause, MP3-quality stereo sound|6|Wide World Importers|Wide World Importers|2|Regular|5|Product0106040|10|Pink|6 x 4 x 10| | |3.2|ounces|1|inches|2|Mid|52.88|115.00|2008-07-19 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
106|0106041|WWI Stereo Bluetooth Headphones New Generation M370 Black|Listening to music wirelessly with other Bluetooth audio devices, built-in microphone for phone call usage|6|Wide World Importers|Wide World Importers|2|Regular|1|Product0106041|2|Black|11.6 x 8.5 x 7| | |1.8|pounds|1|inches|2|Mid|61.16|132.99|2009-04-02 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
107|0106042|WWI Stereo Bluetooth Headphones New Generation M370 White|Listening to music wirelessly with other Bluetooth audio devices, built-in microphone for phone call usage|6|Wide World Importers|Wide World Importers|2|Regular|1|Product0106042|8|White|5.8 x 1.5 x 5| | |2|pounds|1|inches|2|Mid|61.16|132.99|2009-04-02 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
108|0106043|WWI Stereo Bluetooth Headphones New Generation M370 Yellow|Listening to music wirelessly with other Bluetooth audio devices, built-in microphone for phone call usage|6|Wide World Importers|Wide World Importers|2|Regular|1|Product0106043|13|Yellow|10.4 x 8.1 x 3.1| | |11.4|ounces|1|inches|2|Mid|61.16|132.99|2009-04-02 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
109|0106044|WWI Stereo Bluetooth Headphones New Generation M370 Orange|Listening to music wirelessly with other Bluetooth audio devices, built-in microphone for phone call usage|6|Wide World Importers|Wide World Importers|2|Regular|5|Product0106044|9|Orange|9.7 x 4 x 1.5| | |3.2|ounces|1|inches|2|Mid|61.16|132.99|2009-04-02 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
110|0106045|WWI Stereo Bluetooth Headphones New Generation M370 Blue|Listening to music wirelessly with other Bluetooth audio devices, built-in microphone for phone call usage|6|Wide World Importers|Wide World Importers|2|Regular|1|Product0106045|3|Blue|1 x 1 x 3| | |2|pounds|1|inches|2|Mid|61.16|132.99|2009-04-02 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
111|0106046|WWI Wireless Transmitter and Bluetooth Headphones X250 Black|Seamlessly switch between music and calls, integrated ouch sensitive play-answer-end and volume controls|6|Wide World Importers|Wide World Importers|3|Deluxe|3|Product0106046|2|Black|11 x 7.8 x 3| | |2|pounds|1|inches|2|Mid|82.83|249.99|2008-06-17 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
112|0106047|WWI Wireless Transmitter and Bluetooth Headphones X250 Blue|Seamlessly switch between music and calls, integrated ouch sensitive play-answer-end and volume controls|6|Wide World Importers|Wide World Importers|3|Deluxe|5|Product0106047|3|Blue|11 x 7.8 x 3| | |2|pounds|1|inches|2|Mid|82.83|249.99|2008-06-17 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
113|0106048|WWI Wireless Transmitter and Bluetooth Headphones X250 White|Seamlessly switch between music and calls, integrated ouch sensitive play-answer-end and volume controls|6|Wide World Importers|Wide World Importers|3|Deluxe|5|Product0106048|8|White|5.3 x 2 x 7.4| | |7.7|ounces|1|inches|2|Mid|82.83|249.99|2008-06-17 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
114|0106049|WWI Wireless Transmitter and Bluetooth Headphones X250 Red|Seamlessly switch between music and calls, integrated ouch sensitive play-answer-end and volume controls|6|Wide World Importers|Wide World Importers|3|Deluxe|1|Product0106049|6|Red|7 x 5 x 1.5| | |2.4|ounces|1|inches|2|Mid|82.83|249.99|2008-06-17 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
115|0106050|WWI Wireless Transmitter and Bluetooth Headphones X250 Silver|Seamlessly switch between music and calls, integrated ouch sensitive play-answer-end and volume controls|6|Wide World Importers|Wide World Importers|3|Deluxe|2|Product0106050|7|Silver|2.5 x 6.4 x 9| | |11.5|ounces|1|inches|2|Mid|82.83|249.99|2008-06-17 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
116|0201001|Adventure Works 20" CRT TV E15 Silver|20'' CRT television, built-in ATSC/NTSC tuner, receive digital and analog channels|9|Adventure Works|Adventure Works |1|Economy|1|Product0201001|7|Silver|| | |27.9|pounds|1|inches|2|Mid|86.67|169.99|2006-02-15 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
117|0201002|Adventure Works 20" CRT TV E15 Black|20'' CRT television, built-in ATSC/NTSC tuner, receive digital and analog channels|9|Adventure Works|Adventure Works|1|Economy|1|Product0201002|2|Black|| | |13|pounds|1|inches|2|Mid|86.67|169.99|2006-02-15 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
118|0201003|Adventure Works 20" CRT TV E15 White|20'' CRT television, built-in ATSC/NTSC tuner, receive digital and analog channels|9|Adventure Works|Adventure Works|1|Economy|5|Product0201003|8|White|| | |9.8|pounds|1|inches|1|High|86.67|169.99|2006-02-15 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
119|0201004|Adventure Works 13" Color TV E25 Silver|13'' Color TV, ATSC/QAM Tuner, 120 minute sleep timer|9|Adventure Works|Adventure Works|1|Economy|1|Product0201004|7|Silver|| | |13.2|pounds|1|inches|1|High|61.17|119.99|2005-06-28 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
120|0201005|Adventure Works 13" Color TV E25 Black|13'' Color TV, ATSC/QAM Tuner, 120 minute sleep timer|9|Adventure Works|Adventure Works|1|Economy|3|Product0201005|2|Black|| | |20.1|pounds|1|inches|1|High|61.17|119.99|2005-06-28 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
121|0201006|Adventure Works 13" Color TV E25 White|13'' Color TV, ATSC/QAM Tuner, 120 minute sleep timer|9|Adventure Works|Adventure Works|1|Economy|1|Product0201006|8|White|| | |6|pounds|1|inches|1|High|61.17|119.99|2005-06-28 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
122|0201007|Adventure Works 19" Portable LCD HDTV M110 Silver|19'' 720p LCD HDTV, 2 HDMI inputs, PC input for computers|9|Adventure Works|Adventure Works|2|Regular|1|Product0201007|7|Silver|| | |2.7|pounds|1|inches|1|High|128.76|279.99|2006-03-21 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
123|0201008|Adventure Works 19" Portable LCD HDTV M110 Black|19'' 720p LCD HDTV, 2 HDMI inputs, PC input for computers|9|Adventure Works|Adventure Works|2|Regular|1|Product0201008|2|Black|| | |2.7|pounds|1|inches|1|High|128.76|279.99|2006-03-21 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
124|0201009|Adventure Works 19" Portable LCD HDTV M110 White|19'' 720p LCD HDTV, 2 HDMI inputs, PC input for computers|9|Adventure Works|Adventure Works|2|Regular|4|Product0201009|8|White|| | |9.6|pounds|1|inches|1|High|128.76|279.99|2006-03-21 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
125|0201010|Adventure Works 19" Color Digital TV E35 Silver|19'' color TV, ATSC/QAM Tuner|9|Adventure Works|Adventure Works|1|Economy|3|Product0201010|7|Silver|| | |7.7|pounds|1|inches|1|High|73.11|143.40|2006-04-12 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
126|0201011|Adventure Works 19" Color Digital TV E35 Black|19'' color TV, ATSC/QAM Tuner|9|Adventure Works|Adventure Works|1|Economy|2|Product0201011|2|Black|| | |50|pounds|1|inches|1|High|73.11|143.40|2006-04-12 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
127|0201012|Adventure Works 19" Color Digital TV E35 White|19'' color TV, ATSC/QAM Tuner|9|Adventure Works|Adventure Works|1|Economy|3|Product0201012|8|White|| | |54.5|pounds|1|inches|1|High|73.11|143.40|2006-04-12 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
128|0201013|Adventure Works 19" Color Digital TV E35 Brown|19'' color TV, ATSC/QAM Tuner|9|Adventure Works|Adventure Works|1|Economy|1|Product0201013|4|Brown|| | |2|pounds|1|inches|1|High|73.11|143.40|2006-04-12 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
129|0201014|Adventure Works 20" Analog CRT TV E45 Silver|20" Analog CRT TV, digital comb filter removes blurred edges between colors|9|Adventure Works|Adventure Works|1|Economy|2|Product0201014|7|Silver|| | |32.8|pounds|1|inches|1|High|101.97|200.00|2007-03-21 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
130|0201015|Adventure Works 20" Analog CRT TV E45 Black|20" Analog CRT TV, digital comb filter removes blurred edges between colors|9|Adventure Works|Adventure Works|1|Economy|3|Product0201015|2|Black|| | |21.8|pounds|1|inches|1|High|101.97|200.00|2007-03-21 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
131|0201016|Adventure Works 20" Analog CRT TV E45 White|20" Analog CRT TV, digital comb filter removes blurred edges between colors|9|Adventure Works|Adventure Works|1|Economy|1|Product0201016|8|White|| | |56.4|pounds|1|inches|1|High|101.97|200.00|2007-03-21 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
132|0201017|Adventure Works 20" Analog CRT TV E45 Brown|20" Analog CRT TV, digital comb filter removes blurred edges between colors|9|Adventure Works|Adventure Works|1|Economy|3|Product0201017|4|Brown|| | |20.9|pounds|1|inches|1|High|101.97|200.00|2007-03-21 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
133|0201018|Adventure Works 20" LCD HDTV M120 Silver|20'' 720p LCD HDTV, HDMI v 1.3 digital inputs|9|Adventure Works|Adventure Works|2|Regular|3|Product0201018|7|Silver|| | |18.3|pounds|1|inches|1|High|160.93|349.95|2007-04-03 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
134|0201019|Adventure Works 20" LCD HDTV M120 Black|20'' 720p LCD HDTV, HDMI v 1.3 digital inputs|9|Adventure Works|Adventure Works|2|Regular|1|Product0201019|2|Black|| | |23.2|pounds|1|inches|1|High|160.93|349.95|2007-04-03 00:00:00.000||On|||1|2009-03-31 00:00:00.000|2009-03-31 00:00:00.000
